symbol,timestamp,open,high,low,close,volume,trade_count,vwap
TSLA,2023-02-09 05:00:00+00:00,207.775,214.0,204.77,207.32,217933700.0,2118954.0,210.018997
TSLA,2023-02-10 05:00:00+00:00,202.225,206.2,192.89,196.89,206408837.0,1946430.0,197.963716
TSLA,2023-02-13 05:00:00+00:00,194.415,196.3,187.61,194.64,175079033.0,1522131.0,193.23918
TSLA,2023-02-14 05:00:00+00:00,191.94,209.82,189.44,209.25,219017952.0,1819456.0,202.035234
TSLA,2023-02-15 05:00:00+00:00,211.755,214.66,206.11,214.24,184506548.0,1666650.0,211.524495
TSLA,2023-02-16 05:00:00+00:00,210.78,217.65,201.84,202.04,232433061.0,2110975.0,211.498648
TSLA,2023-02-17 05:00:00+00:00,199.985,208.44,197.5,208.31,215700027.0,1824502.0,203.002686
TSLA,2023-02-21 05:00:00+00:00,204.99,209.71,197.22,197.37,182883285.0,1812471.0,202.335201
TSLA,2023-02-22 05:00:00+00:00,197.93,201.99,191.78,200.86,193669770.0,1620644.0,197.425988
TSLA,2023-02-23 05:00:00+00:00,203.91,205.14,196.33,202.07,148545400.0,1294330.0,200.588202
TSLA,2023-02-24 05:00:00+00:00,196.325,197.6695,192.8,196.88,144170167.0,1348781.0,195.549858
TSLA,2023-02-27 05:00:00+00:00,202.03,209.42,201.26,207.63,163868878.0,1526658.0,206.423939
TSLA,2023-02-28 05:00:00+00:00,210.59,211.23,203.75,205.71,155831905.0,1422658.0,206.954858
TSLA,2023-03-01 05:00:00+00:00,206.21,207.2,198.52,202.77,158351027.0,1412450.0,201.687151
TSLA,2023-03-02 05:00:00+00:00,186.74,193.7499,186.01,190.9,185079120.0,1843864.0,190.102849
TSLA,2023-03-03 05:00:00+00:00,194.795,200.48,192.88,197.79,156659208.0,1381533.0,197.574996
TSLA,2023-03-06 05:00:00+00:00,198.54,198.6,192.3,193.81,129800108.0,1172410.0,195.141534
TSLA,2023-03-07 05:00:00+00:00,191.38,194.2,186.1,187.71,149980263.0,1386302.0,190.103075
TSLA,2023-03-08 05:00:00+00:00,185.04,186.5,180.0,182.0,153743549.0,1422864.0,181.733764
TSLA,2023-03-09 05:00:00+00:00,180.25,185.18,172.5124,172.92,172622103.0,1708133.0,178.909958
TSLA,2023-03-10 05:00:00+00:00,175.13,178.29,168.44,173.44,193243948.0,1617003.0,174.271864
TSLA,2023-03-13 04:00:00+00:00,167.455,177.35,163.91,174.48,170522636.0,1583456.0,171.749657
TSLA,2023-03-14 04:00:00+00:00,177.31,183.8,177.1401,183.26,147435545.0,1184343.0,181.324589
TSLA,2023-03-15 04:00:00+00:00,180.8,182.34,176.03,180.45,148087719.0,1283034.0,179.345971
TSLA,2023-03-16 04:00:00+00:00,180.365,185.81,178.84,184.13,123504917.0,1120982.0,182.931494
TSLA,2023-03-17 04:00:00+00:00,184.515,186.2199,177.33,180.13,140673982.0,1168897.0,180.491959
TSLA,2023-03-20 04:00:00+00:00,178.08,186.44,176.35,183.25,131142892.0,1179256.0,182.953363
TSLA,2023-03-21 04:00:00+00:00,188.28,198.0,188.04,197.58,156692653.0,1456134.0,193.875518
TSLA,2023-03-22 04:00:00+00:00,199.3,200.66,190.95,191.15,151877870.0,1424880.0,196.716067
TSLA,2023-03-23 04:00:00+00:00,195.26,199.31,188.65,192.22,146042412.0,1324624.0,194.650369
TSLA,2023-03-24 04:00:00+00:00,191.65,192.36,187.15,190.41,117982059.0,1091102.0,189.528355
TSLA,2023-03-27 04:00:00+00:00,194.415,197.39,189.94,191.81,122264765.0,1116468.0,193.698
TSLA,2023-03-28 04:00:00+00:00,192.0,192.35,185.43,189.19,99812095.0,981385.0,188.194541
TSLA,2023-03-29 04:00:00+00:00,193.13,195.29,189.44,193.88,125790497.0,1020358.0,192.385045
TSLA,2023-03-30 04:00:00+00:00,195.58,197.33,194.42,195.28,111449080.0,1019988.0,195.890158
TSLA,2023-03-31 04:00:00+00:00,197.53,207.79,197.2,207.46,169897726.0,1508649.0,203.72779
